video id,comment,sentiment score,sentiment type
eLwbLBCacIc,"no tax under 150,000 is absolutely possible ,will career democrats and republicans let it happen that is the real problem",0.1,Neutral
eLwbLBCacIc,"It's astonishing how many people (Americans) are opposed to fair trade with other countries.  Regardless of what you think of Trump, he's not wrong about America taking it in the ***.",0.365,Positive
eLwbLBCacIc,Im a Firm believer that everything has to get worse before it gets better.,-0.03333333333,Negative
eLwbLBCacIc,"Bruh sitting in front of your car making content is about as weird as a man can get 😂😂😂😂

Don’t be cringe bro",-0.5,Negative
eLwbLBCacIc,50K tax free threshold. 150K is too high to start with,0.28,Positive
eLwbLBCacIc,"We appreciate you mentioning Alice Lee Chen's finances in one of your films.  She was contacted, and working with her on investments has been fantastic.",0.4,Positive
eLwbLBCacIc,Your like 12 lol never have you seen lol,0.8,Positive
eLwbLBCacIc,Congratulations on 5 million subs,0,Neutral
eLwbLBCacIc,"Over priced you should dca if you buy very slowly and do not leverage let the rich leverage and crash.  Do not chase 

Let regards regard only buy house if you need it not for investment not worth it at all",-0.04125,Negative
eLwbLBCacIc,Leverage is a thousand to one right now for banks because they removed the limiter during covid. GG any little crash and the whole thing crashes by 90%,0.0994047619,Neutral
eLwbLBCacIc,Tariffs will increase costs of finished goods and components used throughout US manufacturing. This will be an immediate and huge hike in inflation. To fight inflation the Fed will have to hike interest rates which will be wonderful for the billionaires but possibly take away the middle class. Inflation is so high that consumers are literally taking debt for basic life necessities. Collapse has indeed begun..,0.26,Positive
eLwbLBCacIc,Buying citizenship. Smart but sounds like it could go bad,-0.2428571429,Negative
eLwbLBCacIc,"I love that you think you're so busy you can't make healthy food for yourself. Hope you don't plan on having kids lol!
Here's a different perspective and financial advice: Buy healthy whole foods and make your own meals. You'll feel better, live longer, and pay less in healthcare. That said, if you're like Graham and can make $10K in 1 hour of work, then yeah maybe just buy your stuff pre-made.",0.3224747475,Positive
eLwbLBCacIc,"I think with the gold card, the aim is  for businesses to buy them. I guess families can, but what he talks about is businesses.",0,Neutral
eLwbLBCacIc,"Gold Card is just a workaround way of selling our country to the highest bidders, if you ask me. After all; once they're citizens, now they have both capital and voting power.",0,Neutral
eLwbLBCacIc,I'm sure there are plenty narcos open to that gold pass to get to 1 trillion😂😂,0.25,Positive
eLwbLBCacIc,How can I make good profit as a beginner?,0.7,Positive
eLwbLBCacIc,"10 million gold cards 😂 bro trump, I support the bro but, when he said that I was like BRO 10 million millionaires where 13:00",0,Neutral
eLwbLBCacIc,"Tariffs are nothing more than a regressive tax.  Meaning the working poor will have to pay dramatically more for food & basic needs.
Putinomics is engineering Stagflation.  But Trump wants a Depression. A Bigly Depression.
The greatest Depression ever.  The likes of which have never been seen",0.2571428571,Positive
eLwbLBCacIc,Remember when this guy shilled FTX?,0,Neutral
eLwbLBCacIc,Yes but we would outlast every other country on earth which means we would win a trade war,0.3375,Positive
OWvWsIeoDq4,"As you have the ""side camera"" man.. Just sayin",0,Neutral
OWvWsIeoDq4,"Hw doesn't edit, he got someone to do it. I'm so woke I need to chill",0,Neutral
OWvWsIeoDq4,"Comparing Iman to Alex is offensive, Alex is on a different planet of value",0,Neutral
OWvWsIeoDq4,"The production is insane quality cause he spews the same information over and over again, but he's gotta present it well so you keep watching.",-0.3333333333,Negative
OWvWsIeoDq4,Second,0,Neutral
mWyrIG1j5BA,Take your personal data back with Incogni! Use code GRAHAM at the link below and get 60% off an annual plan: https://incogni.com/graham,0,Neutral
mWyrIG1j5BA,You were RIGHT!,0.3571428571,Positive
mWyrIG1j5BA,What watching is he wearing????,0,Neutral
mWyrIG1j5BA,Purposely?  Remember he bankrupted his own businesses 3x.  He doesn’t know what he’s doing.,0.6,Positive
mWyrIG1j5BA,Ben is the man!,0,Neutral
mWyrIG1j5BA,Why is your TikTok gone? I think you are completely right,0.2857142857,Positive
mWyrIG1j5BA,Donald Trump creates stress and market uncertainty like an approaching tornado . It can only do bad things for the economy and share prices in general . I can't see how the tariff war will result in anything other than higher consumer prices .,-0.0875,Negative
mWyrIG1j5BA,"proper investment in stocks, most certainly the right stocks can go a long way towards you gaining financial stability! The markets are in turmoil. Chaos is everywhere. Investors are fearful, unsure where to put their money. The headlines scream recession, inflation, rate hikes—but what if I told you that this is exactly the kind of moment when the biggest fortunes are made",0.1,Neutral
mWyrIG1j5BA,"Based on what's going on and how gov. is pissing off every country in the world, 40-50% market drop seems a real possibility, that will probably take out a decade of gains but guess what, the rich already cashed out massive amounts so they sit around waiting for him to do it. they don't care what's going to happen to people's retirements :(",-0.04375,Negative
mWyrIG1j5BA,remember they talked about a lost decade? Trex will bring that on and unleash it on everyone.,0,Neutral
mWyrIG1j5BA,"Yes, Trump is destroying the stock market and America so that his friends: The Banks and The Money Lenders, get rich when every American has to borrow from them.",0.05833333333,Neutral
mWyrIG1j5BA,"so much winning, right MAGA? clowns",0.3928571429,Positive
mWyrIG1j5BA,"I am going to have to disagree with the intensity of what you’re saying. It seems as though the market is coasting down and we’re not going to have a crash. I think the best indicator is Warren Buffett: when he’s in cash, we should be in cash. There’s going to be a run up very soon because Trump is not keeping a steady hand on tariff. But we shall see see.",0.3027777778,Positive
mWyrIG1j5BA,Are you suggesting that Trump is using misinformation to get what he wants? Misinformation should be emblazoned on his family crest.,0.2,Positive
mWyrIG1j5BA,One day stock market performance is meaningless.,-0.5,Negative
mWyrIG1j5BA,"That's great.. If you haven’t read Infinite Money Mastery yet, you’re seriously missing out. It’s like unlocking a whole new level of financial awareness.",0.1872727273,Positive
mWyrIG1j5BA,"Oh brother another youtuber claiming they know the market how it works blah blah blah. LISTEN FOLKS people who do DO!!! They don't make YouTube videos needing wanting to make Google money. 

All these videos for YEARS saying CRASH this crash that. We've heard it for years. Recession depression Yada Yada. They are taking actions that happen then using it for confirmation bias. 

THE MARKET IS DOWN IT IS NOT CRASHING. Stock, housing, auto all the markets go up n down. When a crash happens it happens within hours not months or years. When a crash hits you won't be able to do a darn thing about it. 

2008 crash wasn't really a crash. It was a downward spiral that they created and did something about it which was BAILOUTS basically throwing money at it avoided the bad. 

Here same thing will happen. They print money like crazy and will bailout all the rich. We peasants will have it hard because we sellout and don't know how to use our power. 

Then a war will always recover a crash. Don't be fooled. Trump is making the rich richer. Base is easily fooled by giving red meat like immigration doge jfk files etc. Smoke n mirrors.",-0.06303418803,Negative
mWyrIG1j5BA,"People need to get back to basics and work with their hands and craftsmanship.  Stop all mass production and industrialization, and pollution . Good luck to us all, we are crashing the planet, so don't worry about the economy$$$.. worry about selling 70 million cars annually , and an airline industry having jumbo jets taking 26,000 gallons of jet fuel ⛽️ for each and every flight. Definition ove insanity is: doing the same thing over and over and expecting different results.  Imagine we can do this over and over every day??",0.175,Positive
mWyrIG1j5BA,Banks get rich when %interest is high 😂😂😂,0.2675,Positive
mWyrIG1j5BA,"Post election has seen some serious price movement with most stocks with Tesla leading the charge alongside Cryptocurrency with bitcoin reaching an ATH, presenting an opportunity for investment in the financial market . Would be interested in knowing what happens now after this and if its advisable to stick 200k of my savings into financial markets investing at this time ?",0.08333333333,Neutral
mWyrIG1j5BA,Just start buying local,0,Neutral
mWyrIG1j5BA,"I'm retired at 47, went from Grace to Grace. This video here reminds me of my transformation from a nobody to good home, honest wife and 35k biweekly and a good daughter full of love❤️.",0.5875,Positive
mWyrIG1j5BA,"We're told the stock market will crash, yet also advised on how to invest in it—seems contradictory. I'm considering investing over $300k but am unsure about how to mitigate the risks.",0,Neutral
mWyrIG1j5BA,"Thank you for featuring Proopsy in one of your videos. I took your advice and contacted him for modular homes, and the house have been incredible. Paid slightly less than $29k, and now I’ve paid off my $129k 15 year loan in 8 months. Now totally debt free because I rent it out on Airbnb. Love having no debt for the last 5 months. Thank you Proopsy!",0.2722222222,Positive
mWyrIG1j5BA,"Proopsy prefab homes are definitely on my radar now, especially with Trump’s policies. With all the market uncertainty, this might be a good sector to explore for growth opportunities.",0.2333333333,Positive
mWyrIG1j5BA,"I reached $90k today from renting and reselling modular homes from Proopsy. Thank you for all the knowledge and insights you've shared with me over the past few months. I began this journey in November 2024. Financial education is essential for over 70% of the population, as only a few are truly literate in this area.",-0.1083333333,Negative
mWyrIG1j5BA,"I lost over $80k when everything started to tank. Not because I was building in a bad neighborhood that went belly up. I was just stupid to build, and because that's what everyone said, it's more profitable than prefab homes. I'm still responsible. It just taught me to be a better investor now that I understand more of what could go wrong. It took me over two years of being in the market, I'm really grateful I found  Proopsy to recover my money, at least $10k profits weekly. Thanks Proopsy.",-0.02,Negative
mWyrIG1j5BA,"Excellent video. 
The point on interest rates is also why I really never saw the sense in bonds. I'd rather go all in on ETFs during a market correction than run to the mountains, hiding behind government bonds.",0.1666666667,Positive
mWyrIG1j5BA,PumpFun fun? @cryptobots_dev bots make it sweet,0.325,Positive
mWyrIG1j5BA,"If Trump is advocating for economic chaos, it could be part of a strategy in which market crashes are perceived as chances for the ultra-rich to acquire assets at reduced prices. Annually, those with substantial capital tend to benefit disproportionately during periods of volatility",0.2,Positive
mWyrIG1j5BA,Veronum is not just a coin; it’s a financial awakening for its early holders.,0.05,Neutral
mWyrIG1j5BA,The whispers about Veronum hitting Coinbase soon are turning into roars. Get ready.,0.2,Positive
mWyrIG1j5BA,"If you think crypto’s best days are over, think again. Veronum proves otherwise.",0.65,Positive
mWyrIG1j5BA,Binance can't delay much longer; Veronum is simply too promising to overlook.,0.1333333333,Positive
mWyrIG1j5BA,The potential returns on Veronum are simply unmatched in the current market.,0,Neutral
mWyrIG1j5BA,Missing Veronum today is like missing Bitcoin in 2010—don’t be that person.,-0.2,Negative
mWyrIG1j5BA,Coinbase and Binance both know the potential of Veronum. Listings imminent.,0,Neutral
mWyrIG1j5BA,"I’ve seen hype before, but Veronum is different. It’s genuinely ready to moon.",0.1,Neutral
mWyrIG1j5BA,Smart money is already heavily invested in Veronum. Join the elite while you can.,0.007142857143,Neutral
mWyrIG1j5BA,The buzz around Veronum is too loud to ignore. Coinbase might announce any day.,0.1,Neutral
mWyrIG1j5BA,Get in now or regret forever. Veronum presale is your chance at greatness.,0,Neutral
mWyrIG1j5BA,Veronum's technology and vision are unmatched. Massive gains are inevitable.,0,Neutral
mWyrIG1j5BA,"Veronum has ""millionaire-making potential"" written all over it. Don’t sleep!",0,Neutral
mWyrIG1j5BA,"Binance listing is practically confirmed. Veronum holders, brace yourselves!",0.5,Positive
mWyrIG1j5BA,Buying Veronum now is like buying Amazon in the early days—visionaries only.,0.05,Neutral
mWyrIG1j5BA,Prices aren't falling. They are going up and the stock market is Crashing  .get your facts straight,0.2,Positive
mWyrIG1j5BA,"Technically, the US isn't a company and therefore it doesn't have to make money. However, if it were to forgive itself its own debt, that would create uncertainty as well. So maybe only print a little bit of money.",0.103125,Positive
mWyrIG1j5BA,Buy Buy Buy,0,Neutral
zqcX9fPYSwY,"Here we go. A cashless society, it is coming.",0,Neutral
zqcX9fPYSwY,I want to save the penny. Every cent matters Keep hustling,0,Neutral
zqcX9fPYSwY,Ppl will not like getting rid of the penny bcs trump did it. I’ve think I’ve been told we were getting rid of the penny for 9 years now. Glad it’s finally happening,0.25,Positive
zqcX9fPYSwY,No! Don't do it you'll be sorry,-0.5,Negative
zqcX9fPYSwY,Beginning of cashless society,0,Neutral
zqcX9fPYSwY,Taxes will go up lol,0.8,Positive
zqcX9fPYSwY,Bs my son takes his pennie and my pennies to the store and buy stuff with them,0,Neutral
zqcX9fPYSwY,"I thought ""In God We Trust"" was an important reminder, but whatever... it's all about the Benjamin's now right? 😂😂😂",0.3428571429,Positive
zqcX9fPYSwY,Penny and nickel should go.,0,Neutral
zqcX9fPYSwY,"Stop making it, they will get recirculated. Theyll still be here forever because there is so many of them.",0.5,Positive
zqcX9fPYSwY,Im ok with getting rid of it. But your argument is terrible. The value of money moving through the system even twice makes up for the cost.,-0.25,Negative
zqcX9fPYSwY,Get rid of the paper $.,0,Neutral
zqcX9fPYSwY,If nations stopped spending and increase savings and investment in the global economy.  Money will lose its value even faster once all money is digital.,0,Neutral
zqcX9fPYSwY,The problem is many governments do not save or invest money in the global equity markets while politicians get wealthy as the nation gets poorer becsuse none of the nations politicians think to have the nation to cut wasted spending and to increase savings and investment in the American and global economy.,0.1333333333,Positive
zqcX9fPYSwY,This is all bullshit to eliminate all money so the government can confiscate our money electronically and do away with all the banks in the world to create a communist world dicatorship. This is a recipe for runaway inflation.,0,Neutral
zqcX9fPYSwY,"I like not having pennies, there's a lot less change to carry around or keep in the till. And it just rounds to the nearest 5 so it always balances out. The country (Canada) works just fine without them.",0.125,Positive
zqcX9fPYSwY,It actually makes about -07 cents,0,Neutral
zqcX9fPYSwY,We got rid of Pennie’s in 2013 why the us still using them is strange 😊,-0.05,Negative
zqcX9fPYSwY,What next do you want George Washington removed from the history textbook,0,Neutral
zqcX9fPYSwY,Then what's that stupid because that is taken away American history,-0.4,Negative
zqcX9fPYSwY,Only if you make the price on the product the exact price you pay with no added tax. If you keep sales tax then you have to keep the penny.,0.125,Positive
zqcX9fPYSwY,"Reduce inflation, and the penny and the nickel will be worth more.",0.4,Positive
zqcX9fPYSwY,Now I finally understand what 50cent was rapping about,0,Neutral
zqcX9fPYSwY,So Trump is making America cashless ???? IDK about that,0,Neutral
zqcX9fPYSwY,American maths 😂,0,Neutral
zqcX9fPYSwY,Make the penny the new nickel. 3 cents for 5 cents.,0.1363636364,Positive
zqcX9fPYSwY,Pennies are only useful for collectors,0.15,Positive
zqcX9fPYSwY,"True, that doesn't make any cents",0.35,Positive
zqcX9fPYSwY,Cents cents cents cents,0,Neutral
zqcX9fPYSwY,Keep your pennies. It's going to be worth more money if they actually stop making them.,0.2666666667,Positive
zqcX9fPYSwY,Get rid of the penny and make the nickel out of the penny material,0,Neutral
zqcX9fPYSwY,Feel like everything should just round to dollars,-0.2,Negative
zqcX9fPYSwY,Get rid of small coins quater even just 1/2 dollar and dollars . We dont need change .,-0.25,Negative
zqcX9fPYSwY,I say only keep the quarter or go all cash paper if it's 1.99 just 2$ flat,-0.0125,Negative
zqcX9fPYSwY,Trump placing us into a dystopian ai cashless country,0,Neutral
zqcX9fPYSwY,You're never gonna get rid of all the pennies.  there's about 50 trillion of them out there now.,0,Neutral
zqcX9fPYSwY,I don't agree with this because it leads to a cashless society which leads to the mark of the Beast. Allot of people that advocate for getting rid of cash already sold out; they know what they are doing and what it leads to 🤨😑😒,0,Neutral
zqcX9fPYSwY,Canada is far from just fine.,0.2583333333,Positive
zqcX9fPYSwY,Rip the penny. Loved it,0.7,Positive
zqcX9fPYSwY,"The president on the penny freed people and kept country together! Just as some may see it as insignificant, there are those who see it as significant because of those reasons. So unless the most important president in America's history will be on some other currency I think we should keep the penny.",0.2875,Positive
zqcX9fPYSwY,Lower inflation,0,Neutral
zqcX9fPYSwY,"It doesn't make a lot of sense, but it does make a lot of change.",0,Neutral
zqcX9fPYSwY,Online Payment a solution,0,Neutral
zqcX9fPYSwY,"In Finland, we don't use 1 or 2 cent coins.
5 cents is the smallest.
If the price is 0.99€, the price is rounded up to 1€
If the price is 1.01€, then the price is rounded down to 1€",-0.1555555556,Negative
zqcX9fPYSwY,What we do with pennies they end up in the dump,0,Neutral
zqcX9fPYSwY,Anyone think this will devalue copper a bit?,0,Neutral
zqcX9fPYSwY,You know what? Sure. This is the only normal thing he’s doing that makes sense,0.2166666667,Positive
zqcX9fPYSwY,America no longer nger makes any sense,0,Neutral
zqcX9fPYSwY,Leave my man Abraham alone,0,Neutral
zqcX9fPYSwY,"Gives a whole new meaning to 'save your pennies, theyll be worth something some day' 😂

Seriously, theyll be worth a lot in 50 years 😮",0.1206060606,Positive
pQBzL7tOYG4,"-Here is a link containing the source material for each piece of research cited. I do my best to make my videos as accurate as I can, and the additional resources should help anyone who wants to look into them further - enjoy! https://docs.google.com/spreadsheets/d/1d1atvqeYPPTUoL9xCNmShyLBwIuVq8Fy4KSEJ1jPKI0/edit?usp=sharing
-Go to our sponsor: https://surfshark.com/graham for 4 extra months of Surfshark!",0.35,Positive
pQBzL7tOYG4,The best performing asset in the history of the world is BITCOIN. It is by far the best store of value. 10 years from now you’ll be thankful for every dollar you put into it.. My two cents.,0.7,Positive
pQBzL7tOYG4,"I will forever be indebted to you Ms. Mia Bradley. You changed my whole life, I will continue to preach your name for the world to hear. You saved me from huge financial debt with the little I had. Thank you Ms. Mia Bradley",0.103125,Positive
pQBzL7tOYG4,"Despite the  crash, I Hit 12k today trding. Started last month 2025. Financial education is indeed required for more than 70% of the society in the country as very few are literate on the subject. thanks to Louise O'Brien for helping me achieve this.",0.04555555556,Neutral
pQBzL7tOYG4,Bitcoin is single handily the best performing asset in last 20 years. And this will be same for next 20 years. Chose with wisely where you put your $$.,0.3183673469,Positive
pQBzL7tOYG4,The stock market was a no brained in 1925 😂 then it wasnt hahahahahha,0,Neutral
pQBzL7tOYG4,FAKE ONLY ONE PERSON WILL MAKE MONEY,-0.25,Negative
pQBzL7tOYG4,Remember DJT coin?,0,Neutral
pQBzL7tOYG4,Thank you for recommending Alice Lee Chen financials on one of your videos. I reached out to her and investing with her has been amazing.,0.6,Positive
pQBzL7tOYG4,"Bitcoin, currently a promising investment for the future, and with its recent surge in value and growing stability, offers attractive returns. However, a lack of understanding often deters potential investors.",0.1833333333,Positive
pQBzL7tOYG4,"If Bitcoin reach 1,000,000 USD then when you go buy pizza you will pay 0.0000000000000000000000000000000000001 BTC",0,Neutral
pQBzL7tOYG4,Veronum is not just a coin; it’s a financial awakening for its early holders.,0.05,Neutral
pQBzL7tOYG4,The whispers about Veronum hitting Coinbase soon are turning into roars. Get ready.,0.2,Positive
pQBzL7tOYG4,"If you think crypto’s best days are over, think again. Veronum proves otherwise.",0.65,Positive
pQBzL7tOYG4,Binance can't delay much longer; Veronum is simply too promising to overlook.,0.1333333333,Positive
pQBzL7tOYG4,The potential returns on Veronum are simply unmatched in the current market.,0,Neutral
pQBzL7tOYG4,Crypto’s next wave of millionaires is currently investing in Veronum. Join them.,0,Neutral
pQBzL7tOYG4,Coinbase and Binance both know the potential of Veronum. Listings imminent.,0,Neutral
pQBzL7tOYG4,"I’ve seen hype before, but Veronum is different. It’s genuinely ready to moon.",0.1,Neutral
pQBzL7tOYG4,Missing Veronum today is like missing Bitcoin in 2010—don’t be that person.,-0.2,Negative
pQBzL7tOYG4,Smart money is already heavily invested in Veronum. Join the elite while you can.,0.007142857143,Neutral
pQBzL7tOYG4,Get in now or regret forever. Veronum presale is your chance at greatness.,0,Neutral
pQBzL7tOYG4,Veronum's technology and vision are unmatched. Massive gains are inevitable.,0,Neutral
pQBzL7tOYG4,"Binance listing is practically confirmed. Veronum holders, brace yourselves!",0.5,Positive
pQBzL7tOYG4,Buying Veronum now is like buying Amazon in the early days—visionaries only.,0.05,Neutral
pQBzL7tOYG4,The buzz around Veronum is too loud to ignore. Coinbase might announce any day.,0.1,Neutral
pQBzL7tOYG4,"Veronum has ""millionaire-making potential"" written all over it. Don’t sleep!",0,Neutral
pQBzL7tOYG4,"Thank you so much graham, no bs, no politics, just pure financial analysis. Thank you for sticking to what makes this channel great, and appealing to your long time subscribers!!! PS. I love that you have an optimistic outlook when so many people are projecting negativity in our economy.🙏💯💯💯",0.327078683,Positive
pQBzL7tOYG4,"Graham, you might be the one to answer me. To remain the world's currency, why wouldn't the USA create its own government-issued cryptocurrency?",0.6,Positive
pQBzL7tOYG4,China Russia and Canada are trying to get away from the usd and find another currency.,0,Neutral
pQBzL7tOYG4,no.,0,Neutral
pQBzL7tOYG4,If bitcoin hits $1 million then egg prices will be a $1000 a dozen.,0,Neutral
pQBzL7tOYG4,We are all so screwed man…this race was never meant to be won,0,Neutral
pQBzL7tOYG4,Didn’t like a week ago he posted bitcoin was done lol,0.8,Positive
pQBzL7tOYG4,So if there’s only 5 bitcoin left what happens then. Someone’s going to get caught with their pants down.,-0.05185185185,Negative
pQBzL7tOYG4,"10:33 El Salvador merchants no longer obliged to accept bitcoin, they changed that back ! Check your facts before posting videos.",0,Neutral
pQBzL7tOYG4,BTC and ETH will likely stay on top,0.25,Positive
pQBzL7tOYG4,"Proopsy modular homes are currently a promising investment for the future, and with their recent surge in value and growing stability, they offer attractive returns. However, a lack of understanding often deters potential investors.",0.2,Positive
pQBzL7tOYG4,"Last year, I invested $27k in Proopsy modular homes and made about $40k within the first year for renting it out—and it’s still growing. I’ve always been a strong advocate for pre fabricated homes because it’s been incredibly rewarding for me. Looking forward to achieving financial freedom soon. And by the way, awesome content, brother!",0.3119047619,Positive
pQBzL7tOYG4,"I lost over $80k when everything started to tank. Not because I was building in a bad neighborhood that went belly up. I was just stupid to build, and because that's what everyone said, it's more profitable than prefab homes. I'm still responsible. It just taught me to be a better investor now that I understand more of what could go wrong. It took me over two years of being in the market, I'm really grateful I found  Proopsy to recover my money, at least $10k profits weekly. Thanks Proopsy.",-0.02,Negative
pQBzL7tOYG4,are you fucking kidding me bro? is the real estate niche not paying out as much? welcome to 2021 content,0.1333333333,Positive
D_yx8IV5JYk,"This is the Pinnacle, the top of the line and the greatest Mercedes vehicle ever made",0.75,Positive
D_yx8IV5JYk,I didn’t muerto from impractical jokers had so many cars! Good for him.,0.6625,Positive
D_yx8IV5JYk,The reason they have to change all 4 tyres is because they’re bonded to the actual wheels. So if anything goes wrong with one you have to replace all 4 wheels and tyres,-0.25,Negative
D_yx8IV5JYk,That's crazy expensive,-0.55,Negative
D_yx8IV5JYk,I loved watching him ass a kid,0.7,Positive
D_yx8IV5JYk,What his YouTube again,0,Neutral
PUXU2avXC8g,246$ every week ? wtf !! who is so stupid ?... In Europe you can get a car for 150$ per month,-0.790625,Negative
PUXU2avXC8g,"So affirm, PayPal, shop pay all have this and it is not that scary unless you're broke. It's saved me a couple times. I would only recommend using it for entertainment items and nothing essential. I love shop pay and pay in 4s",0,Neutral
PUXU2avXC8g,So the makeup isn’t the only bad decision she’s making,-0.35,Negative
PUXU2avXC8g,I’ve missed an affirm payment And it didn’t do anything to credit,0,Neutral
PUXU2avXC8g,"If you miss a payment, you have bigger things to worry about than being ""wrecked""",0,Neutral
PUXU2avXC8g,If you need a down payment for a car than that tells me you can only either afford maybe a moped a bicycle or a monthly bus pass even a yearly bus pass is probably an option…,-0.07777777778,Negative
PUXU2avXC8g,We need more videos 📹,0.5,Positive
PUXU2avXC8g,Holy cow I did not even know that was possible,-0.06666666667,Negative
PUXU2avXC8g,If she was paying market rate for rent she would be sunk!,0,Neutral
PUXU2avXC8g,She should have financed the $250 payment towards Affirm.,0,Neutral
PUXU2avXC8g,"The world would be a lot better if we had access to less money. People are not creative. Poor college kids in this country eat ramen and drink out. If they just saved the money and got an instant pot, they could save so much money using things like rice and canned meat. Food IS NOT EXPENSIVE in America. If you think it is, your standards are too bougy.",0.01904761905,Neutral
PUXU2avXC8g,Yes we know what financing is why are you explaining it we already heard it,0,Neutral
PUXU2avXC8g,Don’t finance a down payement!,-0.1944444444,Negative
PUXU2avXC8g,Financing your down payment is diabolical,-0.1555555556,Negative
PUXU2avXC8g,"These comments are rude.. sometimes you have to do wht you gotta do.. it's nothing like the freedom of being able to drive and not rely on uber, friends/family, public transportation.",0.06666666667,Neutral
PUXU2avXC8g,i hope its a good car 😂😂,0.7,Positive
PUXU2avXC8g,"Some of yall in the comments have no idea what you are taking about. Never turn on vsync without capping framerate to below monitors refresh rate. If you go  uncapped with vsync enabled, you get a significant amount of input lag. 

For most scenarios, cap a few frames lower than monitor refresh rate(140fps cap on 144hz monitor) and turn on gsync/freesync. This eliminates tearing while still getting use out of most of your monitors refresh rate.",0.29375,Positive
PUXU2avXC8g,Look at how calmly Caleb used to react to these things compared to now 😂,0.3,Positive
PUXU2avXC8g,So I don’t have money for a down payment so I will take a loan out for the down payment. How did her parents not help her,-0.1555555556,Negative
PUXU2avXC8g,I did that aswell🤦🏾‍♂️🤦🏾‍♂️,0,Neutral
PUXU2avXC8g,Normalize not stealing content 😂,0,Neutral
PUXU2avXC8g,"If you cant afford the full price of a car, thats one thing, but if you need a loan for the full price AND a loan for the down payment...them baby girl, you just dont get a car just yet.",0.1814814815,Positive
PUXU2avXC8g,"Thats ok, shes only paying 1000 for a down payment. Only 4wks, not every week.",0.08611111111,Neutral
PUXU2avXC8g,"$1,066/month or $12,792/yr",0,Neutral
PUXU2avXC8g,Classic Caleb,0.1666666667,Positive
PUXU2avXC8g,"Lost me with the ridiculous eyeliner, cant take these people seriously.",-0.3333333333,Negative
PUXU2avXC8g,lol baby Caleb,0.8,Positive
PUXU2avXC8g,246 a week × insurance? What is she driving? 100k dollar vehicle?,0,Neutral
PUXU2avXC8g,I always feel bad when one of my customers uses affirm especially since my products aren't expensive,-0.4,Negative
PUXU2avXC8g,I’ve used stuff like affirm just so I don’t have to pull money from stocks …. It’s not always awful,-1,Negative
PUXU2avXC8g,some kids grow up without a good parent around to give them a best advice so she make poor decision...,0.4333333333,Positive
PUXU2avXC8g,Oh my F***!!!! Why do people do such stupid things?,-0.4,Negative
PUXU2avXC8g,You can't pay for your car and full You have no bloody business buying a vehicle.,0.375,Positive
PUXU2avXC8g,😂😂😂😂😂😂😂,0,Neutral
PUXU2avXC8g,Old school caleb,0.1,Neutral
PUXU2avXC8g,"If you cant afford down payment, it means you are in no position to take debt 😭😭😭😭",-0.1555555556,Negative
PUXU2avXC8g,"Ahhh that’s not bad.
Ok that’s not so bad either.
Huh……. This girl isn’t in bad shape .

EVERY WEEK.
Ahhhhhh there it is",-0.1375,Negative
PUXU2avXC8g,A WEEK. that’s like a LAMBO (gallardo or sumn around 100),0,Neutral
PUXU2avXC8g,Xonedium is my green one 🚀 they rock 🚀,-0.2,Negative
PUXU2avXC8g,We still early for Xonedium 🚀,0.1,Neutral
PUXU2avXC8g,Elon tested us with DOGE; now he is serious with Xonedium,-0.3333333333,Negative
PUXU2avXC8g,"Xonedium is reality, keep up the good swings with it, appreciate you",0.7,Positive
PUXU2avXC8g,Xonedium is eating alt coins. if any alt coin gotta mark the Xonedium,0,Neutral
PUXU2avXC8g,"All of us writing about Xonedium know why we do that, do you?",0,Neutral
PUXU2avXC8g,"The big ones we know are capped sooner than later, do not expect too much. Xonedium is the king",0.06666666667,Neutral
PUXU2avXC8g,It is a well written fact Xonedium is underestimated and underrated.,0,Neutral
PUXU2avXC8g,Thank you for the spotlight on Xonedium,0,Neutral
PUXU2avXC8g,Is Xonedium still usable? I wanna have some of that,0,Neutral
PUXU2avXC8g,With Trump projects like Xonedium gonna 100x boom,0,Neutral
PUXU2avXC8g,BRETT and Xonedium are ATH kings. Thank you for making my day with your POV,0,Neutral
N0HqZ7lKuU0,I can’t believe no one’s talking about Invisible Laws of Prosperity by Oliver Pierce. This book is packed with serious knowledge that you won’t find anywhere else—it definitely deserves more attention!,0.09722222222,Neutral
N0HqZ7lKuU0,She was pretty rich before. Let’s be honest.,0.4083333333,Positive
N0HqZ7lKuU0,Graham is Tom Cruise on a budget.,0,Neutral
N0HqZ7lKuU0,Now you don't have a choice....until you have a real following and subscribers you're can't get monetized,0,Neutral
N0HqZ7lKuU0,YouTube puts ads on all my videos and I am not monetized. You don’t have a choice whether to have them on or not anymore,0,Neutral
N0HqZ7lKuU0,Is that Brett Cooper you’re walking through a house with?,0,Neutral
N0HqZ7lKuU0,YouTube added ads on my videos. I don’t have Adsense turned on. So if there’s gonna be ads anyways…,0,Neutral
N0HqZ7lKuU0,Ah... I'm pretty sure YouTube puts ads on the videos whether they're monetized or not.,0.375,Positive
r0Xs-Iyz3h0,"I get it, though. Every young person I know thinks they’re going to be earning so much by the time they’re 30 that it doesn’t make sense to miss out on all the fun just to save a few extra hundred dollars every month for the next 40 years. They think they could just earn a million dollars on their own before that. Some don’t even imagine living past 30.",0.09375,Neutral
r0Xs-Iyz3h0,rip being not in the USA. Roth IRA doesn't exist in nz,0,Neutral
